Timestamp	How did you get to this poll?	Which one are you?	When did you get into Yohaji?	What got you interested in Yohaji? (Optional)	Your NUMBER 1 favorite character?	Your other faves? (Around/up to 3)	Favorite character dynamics? (Around/up to 3)	Gush about your faves here!	Who were your favorite character(s) initially? (If it's not the same as your current faves)	Bonus question: Did you answer the 2022 poll?	Anything else you want to say?	no1	top3	Mentioned	when	reason	reason - character	og fav	wordcount	ships	Column 23	Column 24	Column 25
12/27/2024 9:31:54	Twitter	Manga reader	2021		Ebisu	Principal, Nyuudou, Kurahashi			Hijita, Nyuudou	No		Ebisu	Principal, Nyuudou, Kurahashi		2021			Hijita, Nyuudou	1				
12/27/2024 9:36:55	Tumblr	Manga reader	2022	Love the youkai comedy genre itself, and the storyline was great.	Haruaki Abe	Rintarou Miki, Ameaki Abe, Marshmellow	Haru-Miki , Haru-Ame , Ranmaru-Principal	Absolutely love all the named above, Would love to see more of the Abe brothers childhood as well as Hari-Miki moments.		Yes		Haruaki	Rintarou, Amaaki, Marshmallow	Haruaki, Rintarou	2022	Supernatural, Comedy			21	Haruaki & Rintarou, Abe twins, Principal & Ranmaru			
12/27/2024 10:23:23	Tumblr	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)		Takahashi	Miki, The Principal, Ebisu	Miki & Ebisu, The Principal/Ranmaru, Ogoso & Fuji		Miki	No		Takahashi	Rintarou, Principal, Ebisu		Post anime announcement (Dec 2023 - Oct 2024)			Rintarou	1	Ebisu & Rintarou, Principal & Ranmaru, Fuji & Ogoso			
12/27/2024 10:56:32	Twitter	Manga reader	2023	I love the story! Especially all about Yokai, and not only does it make me laugh but other stories touch me :3	Rintarou-kun!	Haruaki, Abe no senmei, and Beniko	My favourite trio Rintarou,Haruaki and Izuna!  My favourite ship Nyuudou and Utagawa! 	The story about Rintarou who only wanted to have a friend touch me, especially since he was traumatized in the past of his first friend eaten by his mom. And when I found out that his friend was still alive and it turned out that's Haruaki, make it more touched 🥲	Sano	No		Rintarou	Haruaki, Seimei, Beniko	Rintarou	2023	Story, Supernatural		Sano	51	Teacher trio, Nyuudou & Kuniko			
12/27/2024 11:40:30	Tumblr	Manga reader	2020	i see the art colab with the "Toilet Bound Hanako-Kun", it was fun, and then the art makes Aki look way to pretty for my own good, Everyone gotten way to pretty for my own good, so here i am fawning over pretty character.  the story is also so good, (and Whack) i'm invested and mama didn't raise no quiter	Abe Haruaki - my boy i love how kind (and sometimes petty) he is	Miki Rintarou, Hatanaka Izuna and Fuji Touya 	Fuji Touya  and Ogoso Saguru, there's something going on there, i don't know where it's going, but it is going somewhere	Abe Haruaki, he is such a kind person omg, some of the shit that these kids and school put him trough would make me quit, but man is still going and striving even. he is also pretty.<br><br>Miki Rintarou, i love how he loves with all his might, he loves his sisters, he loves his friends, and man would throw down just to protect his friends ad family, and he is also pretty.<br> <br>Hatanaka Izuna, i love a man who is a simp to his wife and his wife alone, family man, wife man, also really good with kids, actually got game. also his wife is verry pretty	Sano Mikoto	No	Thank you for all of the hard work	Haruaki	Rintarou, Hatanaka, Fuji	Haruaki, Rintarou, Hatanaka	2020	TBHK collab		Sano	107	Fuji & Ogoso			
12/27/2024 11:47:35	Twitter	Manga reader	2024, irrelevant to anime announcement	HOLY SHIT I SAW THE COVER AT MY BOOKSTORE (vol 1, btw just released in my country) AND WAS LIKE "I NEEED THIS WET CAT IN MY BOOKSHELF RN," PROCEEDED TO BUY 3 VOLUMES THAT WERE AVAILABLE AND FUCKING LOOOOOVVEEEED ITTT. I NEED MORE HARU TO CONSUME (i swear im normal)	Haruaki my beloved	Takahashi Akira, Rintarou, and marshmallow	Sano and mame (the cuties), and the dumbasses	HE WENT FROM SOPPING WET CAT TO BABYGIRLLL I LOVE HIM SO MUCH!!! IM GONNA PUT HIM IN A HYDRAULIC PRESS /jk		No	I wish Tanaka-sensei would give us more akira content, idk maybe im just greedy	Haruaki	Takahashi, Rintarou, Marshmallow	Haruaki	2024, irrelevant to anime announcement	Characters, Bookstore	Haruaki		22	Sano & Mame			
12/27/2024 12:27:30	Tumblr	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	I have never seen any yohaji content in my life ever until like 5 days ago when a seiyuu I know (Saku Hyuga who voiced Fuji) retweeted it on my timeline. And I was bored on my way home from out of town so I ended up binge watching the entire series all night and I got so hooked by the story I binge read the whole manga the next day 😭😭😭 new yohajier over here... (do you guys have an official fan name uhh)	MIKI RINTAROU	rensuke is my 2nd fav and he's pretty high up too.. i also like hijitan (yes i have at thing for one eye/hides one eye characters)	I LOVE THE NEPOTISM TRIO SO MUCH (haruaki-rintarou-izuna) (i know that's not their official trio name or whatever but i've been calling them that jokingly in my mind for a while and i can't stop)  i also like renren+tama and hijitan+beniko bestie duos..	i genuinely didn't expect to like rintarou as much as i do right now?? i thought he was gonna be the too cool calm collected suspicious popular character of the fandom.. and i usually don't have those type of charas as my favs (i like unpopular pathetic annoying characters).. but then the more i read the more pathetic he becomes and so i ended up liking him way more than i thought i would.. though of course he still has his cool moments and his arc genuinely made me cry 🥲 i also have a thing for male charas that likes to break gender stereotypes and hides their other eye with their bangs so that probably also played a big part in me liking him.. though i very rarely like white haired charas (im an orange liker)<br><br>i also like rensuke a lottt he was more in line with my usual fav chara type tbh 😭 (if i ask my friends to guess who my fav is from this series they'll all guess rensuke bc of his orange hair and one eye) and honestly?? i didn't expect rensuke to be the smart/class rep type. from his design i thought he was gonna be like a lazy/kind of delinquent chara so it was really surprising to me.. (especially bc i have a thing for class rep charas) also his arc made me cry a lot and it might be my fav from the entire series.. it makes me so happy that he's loved by the entire class 🥺<br><br>(i like how most of these are just me talking abt my fav chara type LMFAO I DIDNT MEAN TO RAMBLE THIS LONG I'M SORRY)	I think I used to like renren more??? I don't usually like /cool/ charas like rintarou but he ends up becoming more pathetic that I originally thought so now rintarou is my number 1..	No	im so ill about this series its only been 5 days	Rintarou	Nyuudou, Hijita	Rintarou, Nyuudou	Post anime release (Oct 2024 - now)	Voice Actors		Nyuudou	280	Teacher trio, Tamao & Nyuudou, Hijita & Beniko			
12/27/2024 13:02:54	Tumblr	Manga reader	2024, irrelevant to anime announcement	i saw if on mangaup during my exam season and was like lets use this silly comedy as a reward since i probably wont be that invested since i dont usually like comedys. BOY WAS I WRONG. THE EMOTION YOHAJI HAS. THE WAY IT KEEPS YOU HOOKED. i finished it in a couple days instead of studying for exams THAT WERE ALRWADY OCCURING.	ranmaru	ramaru, fuji, yamazaki	GAKUTAI. fujigoso and harumiki. romantic, platonic, idgaf	ok so for ranmaru i have no clue when he latched onto me but kyoto arc sealed the deal. myb its also cause his hairstyle is similar to me lol. anws i NEED to inspect this man under a microscope. the way hes actually the smartest chara??? LIKE LET ME INTO YOUR BRAIN. i also love his dynamic with the karasu tengu troupe.<br><br>fujiii ahh i couldnt decide whether he or ranmaru should be my no1 but alas i chose the one in my disc pfp lol. fujis just so YES. the gender OFF THE CHARTS. like i need his prowess to play off both genders plssss my genderfluid ah needs it. besides that hes generally actually very sweet and i like his dynamic with his friends. he also has this overall charm and badassery with sass. we love that in a guy.<br><br>ah yamazaki. i didnt know who to choose for 3rd fav since theres so many options but yamazakis great esp after reading those chaps in the spinoff. i wanna see more of him hes just so silly and i may have a thing for people with a strong sense of justice who are close to people with questionable standings to their values *cough* tecchou *cough* lucas *cough*. also, a uniform is in fact hot. i agree with haruaki. uniform effect has never been realer to me than with him.	i dont remember but i think hijita?	No	i also love all the friendships like beniko, hijita, sano, and mame. dont even get me STARTED on izuna and miki. and nyuudo and tamaos friendship is very precious to me. im very indecisive so it was hard to choose for all these questions ;-;	Ranmaru	Ranmaru, Fuji, Yamazaki	Ranmaru, Fuji, Yamazaki	2024, irrelevant to anime announcement	Manga Up, Comedy		Hijita	230	Principal & Ranmaru, Fuji & Ogoso, Haruaki & Rintarou			
12/27/2024 13:29:01	Tumblr	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)	Saw the manga at a local bookstore and decided to buy it cause of the cute, pathetic looking anime boy	Haruaki <3	Beniko, maeda, abe no seimei	Love the friendship between yamazaki and takahashi, the teacher trio (haruaki, rintarou, hatanaka), and ebiharu (its so interesting pls hear me out)		Still same	No	I wish that yohaji was more popular so that i can get some merch	Haruaki	Beniko, Maeda, Seimei		Post anime announcement (Dec 2023 - Oct 2024)	Bookstore			1	Takahashi & Yamazaki, Teacher trio, Ebisu & Haruaki			
12/27/2024 13:38:55	Discord	Manga reader	2023	i saw an artist draw yohaji and wanted to know what was up and why they were drawing them so much	kurahashi	ebisu, ashiya douman, ranmaru 	seimei x ashiya x ranmaru, kurahashi x ebisu, ebisu x miki	hi. mr kurahashi president here i actually feel the need to punch him because there's so much about him that's hidden it drives me nuts... same with ebisu and the heian trio like i need to know more about them. because their characters are so shrouded in mystery and there's so many layers to them, i think that's why i'm so drawn to them... especially for kurahashi to me i think. is there a reason why he's so adamant on following ebisu's orders? is it because he was forced to or is it because he's willing to? i have my own fair share of guesses, but because there's not much info on how the god world operates, as in how gods are born, i'm not sure what to think or believe. anyway. yeah. there's more i want to say about kurahashi, ebisu, and the heian trio but that's all the capacity i have for today.	nyuudou, kuniko, tamao	No	i feel the need to rip my hair out every time i think about yohaji	Kurahashi	Ebisu, Principal, Ranmaru	Kurahashi, Ebisu, Ranmaru, Principal, Seimei	2023	Characters		Nyuudou, Kuniko, Tamao	155	Heian trio, Ebisu & Kurahashi, Ebisu & Rintarou			
12/27/2024 14:02:33	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Haruaki☀️	Seimei⭐️	Seimei⭐️, Haruaki☀️, Douman🈵	The 4 gods with/without Seimei, Seimei & Douman, Ranmaru & Haruaki		Haruaki☀️, Sano🎋, Beniko(forgot which emoji for beni😭)	No		Seimei	Seimei, Haruaki, Principal		Post anime release (Oct 2024 - now)	Characters	Haruaki	Sano, Beniko	1	Heian squad, Seimei & Douman, Haruaki & Ranmaru			
12/27/2024 14:04:49	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Yokai related stuff!! Also good characters and not your typical anime in my point of view	ABE HARUAKI MY WIFE	Takahashi Akira, Abe no Seimei (if that counts???), also our dearest Karasu-Tengu Troupe Captain	Yoseito gang	Haruaki's character makes me bawl my eyes out bro he's so silly on the surface but he's so much more than that😭😭😭 HE'S GENUINELY A GOOD PERSON AND NOT JUST SOME FLOOR MAT!!! He's so selfless and always willing to sacrifice himself that makes me think he has self-worth issues,,, I need a Haruaki appreciation day,,,,		No	Thank you for making this survey!! 	Haruaki	Takahashi, Seimei, Ranmaru	Haruaki	Post anime release (Oct 2024 - now)	Supernatural			56	Yoseito trio			
12/27/2024 14:11:10	Tumblr	Manga reader	2019	I love yokai and i love pathetic men so a pathetic man who works in a school with yokai ???? SIGN ME UP	TOUYA FUJI ‼️‼️‼️‼️	OGOSO !! RENJOU !!! AND HIJITA	fuji & ogoso: i love the fact that they were initially pretty alone in their own class and found deep comfort within each other.  hijita & sano: their dynamic makes me giggle so much. thats it	fuji and ogoso's friendship means so much to my cold dead soul. fuji has a lot of self-confidence in himself which differs from ogoso's self-deprecating self. fuji kinda shows ogoso that he would still be loved and be cared for behind his idol persona.<br><br>yuri renjou is such a beautiful character, i love spiders so much. from what we've seen from her so far, she's very proper and often judges her classmates when they show their... goofiness. one thing we definitely know is that she deeply cares for kuniko and lowkey has a crush on her.<br><br>HIJITA ‼️ I LOVE HIM. he cares so much for his friends guys... starts sobbing. his appearance would give the impression that he's a rough guy, and while he has his mischievous side, he cares so much for the people around him.	TAMAO AND KUNIKO 🫶🫶	Yes	i need a chapter focusing on renjou and her (probable) feelings for kuniko. like, i love unrequited yuri and would love to see renjou side eyeing nyuudou and kuniko.<br><br>also ibara is so pretty and i love her so much and i wouldve fought people to marry her as well.	Fuji	Ogoso, Renjou, Hijita	Fuji, Ogoso, Renjou, Hijita	2019	Supernatural, Characters		Tamao, Kuniko	136	Fuji & Ogoso, Hijita & Sano			
12/27/2024 14:39:27	Tumblr	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)		Nyuudou Rensuke	Miki Rintarou & Miki Ibara	the teacher quartet & the 2+1 friendship	At first, I was just curious about the mad scientist (his face is definitely my type, and his personality is... something else). But when the Youkai Train arc came around, I found myself a little drawn to this one-eyed guy. Not sure why, though. The culture fes made him seem pretty interesting, and when the underground part showed up with his mother, I could feel something was off around him. The Arc Renren part was just peak (I’m a laid-back guy, I enjoy twists, and his relationship with the pretty girl Kuniko-chan just bored me to sleep that night). I ended up searching for stuff about him on Tanamai's Twitter, and I just knew—yeah, this is someone I’d actually want to invest my time in. Then I found out about the manga spin-off with the pet trio. My feelings when I reached chapters 5, 6, 8, and 9? Yeah, that's my guy. It’s hard to put this feeling into words.	Takahashi Akira	No		Nyuudou	Rintarou, Ibara	Takahashi, Nyuudou	Post anime announcement (Dec 2023 - Oct 2024)			Takahashi	160	Teacher quartet			
12/27/2024 14:57:40	Tumblr	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)		Nyuudou	Maizuka, Amaaki, Ebisu	Sano and Mame		Utagawa	No		Nyuudou	Mame, Amaaki, Ebisu		Post anime release (Oct 2024 - now)			Kuniko	1	Sano & Mame			
12/27/2024 15:38:54	Tumblr	Manga reader	2023	Rintaro... I ♡ girly ikemen	Rintaro	Haru, Yamazaki, Takahashi	Harumiki, Sensei Trio, Yamazaki & Takahashi	Where do I START. Oh me oh my. I love yohaji<br><br>Okay I'll start with Harumiki. They're so. OUHH... I love them sm I love how they're... Positively doomed. Soulmates, fated, whatever. I absolutely adore how they're bound to meet, no matter what & no matter where... Like how they met when they were kids (Haru saying he'd definitely make him his friend 🥹), met when they were teenagers, then finally meeting again as adults, truly such cuties... I'm absolutely in love with their dynamic (almost as in love as they are with each other) and I wish to see more of them everyday!! The shutendoji arc really tied it all together for me, I love them AAHHHHHH Haru being Rintaro's first ever friend despite being a human & the thing he claimed to hate (he's delusional) andbthe fact they're each other's first love also makes my heart burst... They're too cute for this world, I am so endeared by how much they care & love for each other, not even in a ship way. They're so precious.<br><br>Hhaaa... Takayama or, as I like to call it, Makoaki! (doesn't it sound way cuter?!) I like them a lot because they remind me of an old friendship (in this situation, I was Takahashi) while they do make the typical boke-tsukkomi duo, I think it's heartwarming how it really goes down. Yamazaki, being the one with common sense, leading Takahashi to the right path and making sure to tell him when he goes off the rails.<br><br>Okay I'll stop there before my hands start to ache	Hatanaka, Sano	No	Umm. harumiki kiss	Rintarou	Haruaki, Yamazaki, Takahashi	Haruaki, Rintarou, Takahashi, Yamazaki	2023	Characters	Miki	Hatanaka, Sano	261	Haruaki & Rintarou, Teacher trio, Takahashi & Yamazaki			
12/27/2024 17:33:49	Twitter	Manga reader	2022		Fuji :D	Sano, Miki rintarou, Takahashi kurai (so hard to choose) 	Tamao and Nyuudou, Haruaki and sano, Rasetsu kai and hatanaka	Fuji is so pretty and strong like have you seen him, so bad ass freezing the enemies while looking beautiful. And Sano who doesn't like him I love the relationship he has with seimei and how much they care for each other, like when in the arc where seimei's soul breaks into fragments and sano tries hard to get them back together as well the the rest of the characters. Anyways I probably wrote too much so I'll end it here. <3	Same	No		Fuji	Sano, Rintarou, Kurai	Fuji, Sano, Haruaki	2022				82	Tamao & Nyuudou, Haruaki & Sano, Kai & Hatanaka			
12/27/2024 17:52:33	Twitter	Anime-only	Post anime release (Oct 2024 - now)	The boyfailure and the cold blonde	Sano mikoto	Maizuka mamekichi, mandragora, miki rintarou	SanoHaru, HijiBeni, the gyaru gang	I am seriously are cursed with a blondie curse cuz all my fave are blond???? I didn't even like anyone at first i starts to like him recently when it clicks in my head "ohhh he's pretty cool i like him"??????? Sano mikoto stop haunting me im not seimei pls hsksjsksjaksjkanslansjjzjaj you can do that to him not meeeeeee don't haunts me for. Live i beg you (pls do haunts me i like the hyperfixation rush) 		No	Thank uuuuu for your hardwork in this project <3	Sano	Mame, Mandragora, Rintarou	Sano	Post anime release (Oct 2024 - now)	Characters	Haruaki, Sano		76	Haruaki & Sano, Hijita & Beniko, Gyarus			
12/27/2024 18:06:22	Tumblr	Manga reader	2021	i think i was on anime planet browsing manga in the comedy (?) genre and read it on a whim	ACCHAN!!!!!!!!!! IN ANY FORM!!!!!!!!! 	ranmaru/suzaku and sano 	ranmaru x douman (that specific order), haru n literaly everyone hes such a light in their lives, the idiot trio (hatanaka, akisame n mame) 	i love the principal/douman/acchan so much but like in the loser baby girl girlfail way. he doesn't even have that much gap moe bc he's just a lame old guy who wears the school issued track suits, only drinks beer, gambles and smokes. but like...he has a pretty face...and an attitude but that's cute! also he wears cunty heels n i cant resist that hehehe. also kinda crazy that he died at 20 so like imagine your boss who's u think is like bajillion years old looking younger than u...haru's like the youngest staff prob (25y.o) but his boss has a baby face for no reason (i'd prob be mad as fuck). also he has homophobia eyes and that's like cool as fuck (also pretty!!). he's purple n stuff and i like the color on him... also him n ranmaru/suzaku is a BANGER ship like u can fit so much angst in it ...so many possibilities ....also his mask sucks to draw so i mostly draw him without it ❤️ that's all ❤️	sano 	No	i need to know what the hell happened regarding seimeis death so bad... TANAMAI PLEASE !!!!	Principal	Ranmaru, Sano	Principal, Ranmaru	2021	Comedy		Sano	173	Principal & Ranmaru, Yoseito trio			
12/27/2024 21:32:03	Twitter	Manga reader	2022	Saw the covers on rightstuffanime.com, thought it seem like fun (I have always loved yokai themed series) and got instantly engaged by the characters, the comedy and the gays, I am not obsessed and it is one of my favorite series ever	Seimei and Sano	Hijita, Beniko, Karasuma, Acchan	Seimei and Sano are my otp, then it is Acchan x Karasuma, Hijita x Beniko and of course Fuji x Ogoso	As said before, Seimei and Sano are my otp and watching their dynamic, their care for each other and their moments together, the funny, the wholesome, make my heart fills with joy, their funny mix of "an insecure (tsundere?) but emotional guy who is also sadistic" mix perfectly with "a way too honest, pathetic yet bold guy who is also masochistic" its beautiful	The same	No	You have no idea how grateful I am for your traslations, literally this series have gave me so much joy and happiness, thank you for being so dedicated as well to give us the chapters and even the traslated doodles even from years ago, my thanks are eternal!	Haruaki	Hijita, Beniko, Ranmaru, Principal	Haruaki, Sano	2022	Characters, Comedy			63	Haruaki & Sano, Principal & Ranmaru, Hijita & Beniko, Fuji & Ogoso			
12/27/2024 22:00:54	Tumblr	Manga reader	2022	i was browsing the eyepatcg section in my anime list and i liked hijita	Hijitan	Haruaki sensei, Kai	Teacher trio, Hijita and Beniko	i think he goofy		No	<--- eyepatch freak	Hijita	Haruaki, Kai	Hijita	2022	Characters	Hijita		4	Teacher trio, Hijita & Beniko			
12/27/2024 22:00:58	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Got shown in TikTok, especially haruaki and ashiya's relationship 	Abe haruaki	Abe no semei, ashiya douman, sano mikoto	Idiot trio, teacher trio	I want to see more of haruaki being saved by other people, especially by his students!!! I also want to see more of abe no seimei	Abe haruaki	No		Haruaki	Seimei, Principal, Sano	Haruaki, Seimei	Post anime release (Oct 2024 - now)	Tiktok, Characters	Haruaki, Principal		26	Yoseito trio, Teacher trio			
12/27/2024 23:08:21	Tumblr	Manga reader	Post anime release (Oct 2024 - now)	I saw a random short anime clip in yt shorts and i tho it seems like a fun manga to read i should probably read it. Stayed cause mc so pathetic (exactly my type).	Abe Haruaki 	Akisame Tamao, kappa	Student-mentor relationship between Haruaki and Tamao I loveee their dynamic how haruaki tried his best so that he can teach tamao based on his cat-yokai perspective by learning what it's like to be a cat and how Tamo wanted to be a teacher when he grows up :""D.	Haruakiii you pathetic, kind hearted, hard working, cringe fail girlyy. I love youuuu xD!!!<br><br>His face just looked so kind :"D, my fav arc is probably the stuck in a dream arc where he sleeps for 3 days straight and seeing how much the others worries about him makes my heart melts.	Still Haruaki :D	No	Keep up the good work dude xD!!!	Haruaki	Tamao, Kappa	Haruaki	Post anime release (Oct 2024 - now)	Comedy			51	Haruaki & Tamao			
12/27/2024 23:40:40	Tumblr	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)		HARU HARU HARU HAUR	It’s hard to choose I love all of them equally :’3 (miki)	Idiot teacher trio is the main dish, sano and HARU is the side dish, miha ship is the dessert, class 2-3 relationship is the drink	I wish I could but I can’t convert my ramblings to words cuz I suck ToT<br>So I’ll give you a summary:<br>Everyone is adorable, lovable like don’t you just want to coddle them in your hands (especially HARU cuz wtfffffff it’s illegal to be this kind adorkable pure scummy dumbass idiot sunshine at the same time)<br>And don’t get me started on seimei’s and kurahashi’s lore like really what is going on inside tanamai’s brain I wanna know so baddd TOT like whaaaaa <br>Also I love the mandragoras they’re so silly		No	Thank you Canada so much for all the translations <3333 I had so much fun reading your analysis and absolutely devouring your yohaji content lol btw I LOVE your art omg it’s so juicy I wanna eat it 	Haruaki	Rintarou	Haruaki, Seimei, Kurahashi	Post anime announcement (Dec 2023 - Oct 2024)				89	Teacher trio, Haruaki & Sano, Haruaki & Rintarou			
12/28/2024 0:49:02	Tumblr	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Hmm maybe the trailer? Because one day, i saw yohaji trailer in instagram and i thought that i'd knew of the voice actors. So i give it a shot. Thank god i didn't drop this anime cuz i dislike yohaji at first because haruaki's fetish on sailor. Like, he's an adult but like sailor, that's kinda made me gross. But i like it now cuz it's like one of his characteristic. What made me continue to read it it's that i love random and comedy manga.	Nyuudou	I love them all equally so i can't choose	1. Nyuudou with tama 2. Akira and yamazaki 3. Gidamomo	I didn't expect that i love nyuudou so much when i'd watched the anime. The first thing i liked about nyuudou is literally his hair, because his hair looks like kenma from haikyuu. But when i read the manga when utagawa saw the boys in bath, i saw it cute when nyuudou blushes later on. And i got addicted to see his blush face (yeah i'm literally the same as haruaki). I like him even more when he's have gentleman personality. And because of that, i like everything about him (and i'm obsessed of him too). What made me shocked is when he said that he once had a crush. I know that he's still a child back then cuz anyone would have a crush. But it made my heart broke when they're promised to get married in the future. When i'd saw that utagawa were ruri, and utagawa and nyuudou will get married too, it make my heart more shattered. I feel so sad whenever i see them in the same panel. Well at least he's happy (i'm not).<br><br>I really like two boys friendship. I don't know how to say it but i just really like nyuudou with akisame so much. And that goes for duo i like in yohaji. For example: douman ranmaru, kurahashi toubyou, akira yamazaki, sano mame, and fujigoso. I'd like hijita nyuudou mujina and tama too. About gidamomo, i like their dynamic (i'm not good at describe things). But what make me more like about gidamomo is almost art about momoyama's birthday, they're always had yanagida. And most of the chapter, they're almost appeared together. I'm sorry momo even though you like sano.		No	I'm still shocked how odawara was in my dream (about a week ago?). In that dream, i was chased by a monster and then odawara appear out of nowhere and help me run away from it. Thank you, odawara. I really appreciate that. As an editor, i want to edit all of my fav, whether it's character, relationship, or scene. But the problem is that i'm too lazy to do all of that. The another reason is i'm having trouble finding audio and transitions too. It's only three but i'm already exhausted. And there's two edit in progress too. Anyway, it's been so long since i liked anime since i'm a picky person and have a weird taste. That's why i feel so empty now cuz i don't know what to read now since i finished reading the manga. Oh and i'm still curious why ranmaru (suzaku) and genbu don't have a good relationship cuz i didn't notice it at all. And it's still get me sad whenever i remembered that panel when kurahashi said that he's not that enjoyed in school cuz i love kurahashi with toubyou so much. Especially when kurahashi foreseen that toubyou will get smacked and kurahashi run into him to protect him. I love about nyuudou handphone wallpaper is akisame in cat form. He's even have akisame cat form plushies. GOSH THERE'S SO MUCH THAT I LIKE IN YOHAJI. I'm still new to yohaji so i'm so sad that it's released every month. Every manga that i read is up every week. But that's okay, at least it's have more pages. Gahh i don't know what to yapping anymore cuz everything in this manga is masterpiece for me. I'm sorry if there's something that's not make sense (i'm not good in english lol). OH AND THANK YOU FOR TRANSLATING YOHAJI AND TANAKA'S ART IN HER TWITTER (or should i say x? i prefer twitter though). I hope you have a better day.	Nyuudou		Nyuudou, Tamao, Momoyama, Yanagida	Post anime release (Oct 2024 - now)	Anime			278	Tamao & Nyuudou, Takahashi & Yamazaki, Momoyama & Yanagida			
12/28/2024 1:10:13	Twitter	Manga reader	2021	Youkai	Haruaki	Sano, mame, principal	Teacher trio	I just wanna say I reallllllllllllllllllly like Haruaki	Same	No	Thank you for all the work that you do, I really appreciate your translation and all the hard work you do! I really like reading your tumblr posts as well, the detailed explanations and all into the culture or language :D	Haruaki	Sano, Mame, Principal	Haruaki	2021	Supernatural			8	Teacher trio			
12/28/2024 1:39:34	Twitter	Read the manga after seeing the anime	Post anime announcement (Dec 2023 - Oct 2024)	The story is really interesting	Rintaro	mame / Haru/ Hatanaka	Izu¡ba/ haru rin / sano mame 		Haru	No		Rintarou	Mame, Haruaki, Hatanaka		Post anime announcement (Dec 2023 - Oct 2024)	Story			1	Izuna & Ibara, Haruaki & Rintarou, Sano & Mame			
12/28/2024 2:49:09	Tumblr	Manga reader	2018	Haruaki's pathetic vibe on the cover in 2018. Then I forgot about it. Then I reread it 2019/2020 after getting vol 2, and the crumbs of bigger plot in Ame chapters gave me brainrot.	RINTAROU MIKI HE'S SO PRETTY	Haruaki Abe and Mikoto Sano	MikiHaru, Save Me MikiHaru. Miki living with his guard up all his life?? Always wanting to be a strong oni?? But then seeing how tough Haruaki is while being a pathetic wet cat who wears his heart on his sleeve??? And becoming sOFTER AS A RESULT WHAT IF I THROW UP OH MY GOD. THEY ARE PRECIOUS TO ME. I love how Haruaki makes literally everyone around him soften immediately. His cheer and good vibes are like a virus; he got Sano, he got Miki, and that motherfucker is gonna get Ebisu you wait for it. It's very important to me that Sano learns that being a little freak who screw up all the time like Haruaki isn't bad (wether you're a god, human, or yokai) and he has a whole moment with Ebisu about it??? Like Haruaki reminds Sano of exactly how Ebisu used to be, and Sano telling Ebisu that to his face would be gold, I wanna know how Ebisu would even respond to that.	MikiHaru, Save Me MikiHaru. Miki living with his guard up all his life?? Always wanting to be a strong oni?? But then seeing how tough Haruaki is while being a pathetic wet cat who wears his heart on his sleeve??? And becoming sOFTER AS A RESULT WHAT IF I THROW UP OH MY GOD. THEY ARE PRECIOUS TO ME.<br>I love how Haruaki makes literally everyone around him soften immediately. His cheer and good vibes are like a virus; he got Sano, he got Miki, and that motherfucker is gonna get Ebisu you wait for it.<br>It's very important to me that Sano learns that being a little freak who screw up all the time like Haruaki isn't bad (wether you're a god, human, or yokai) and he has a whole moment with Ebisu about it??? Like Haruaki reminds Sano of exactly how Ebisu used to be, and Sano telling Ebisu that to his face would be gold, I wanna know how Ebisu would even respond to that.<br><br><br>I think Yakumo Mujina is gay. Like, canonically implied gay, I can't get over it. I need him to be gay so bad. <br>HijiMujina ship please. They're both big dumbasses, too, oh my god. They'd fit so well together.<br>Honestly, Hijita Harem but they're all guys and he's low-key baffled there are no girls (which would literally be canon, he's such a guy's guy, gay and straight).<br>Last thing: I love that Ogoso's Amanojaku thing is reflected in his whole character. A yokai that makes illusions based on what you wanna see?? And his whole schtick being that he's got a bad boy idol persona that isn't his real personality at all?? Genius. TanaMai, let me give you all my money and possessions you wise and creative mangaka.	Haruaki, Miki just beat him recently because I love pretty boys and androgynous MFs to a perverted (/J!!!!) degree.	Yes		Rintarou	Haruaki, Sano	Mujina, Hijita, Ogoso	2018	Characters	Haruaki	Haruaki	291	Haruaki & Rintarou, Haruaki & Sano			
